transaction,address,bedroom,bathroom,sales_price,rent_perMonth,rent_perWeek,description,propertyType,location,agent,listing_source,listing_url,date_type,date
sales,"Arlington Street, St James's",,,"£8,500,000",,,"An Elegant Grade I Listed Freehold Building Located on the west side of Arlington Street close to The Ritz. Gross Internal Area 3,856 Sq.Ft. / 358.29 Sq.M. Net Office Area 2,838 Sq.Ft. / 263.81 Sq.M. With the added benefit of two secure car parking spaces in The Courtyard of 603 Sq.Ft. / 56.0...",House,St James's,"Wetherell, Mayfair",rightmove,https://www.rightmove.co.uk/properties/134348807#/?channel=RES_BUY,Added,02/05/2023
sales,"Templewood Avenue, Hampstead, London, NW3",4,3,"£8,500,000",,,"DIRECTLY OVERLOOKING HAMPSTEAD HEATH, A CONTEMPORARY DETACHED HOUSE SURROUNDED BY PRIVATE GARDENS FEATURING A SPECTACULAR GRADE II LISTED DOMED SWIMMING POOL COMPLEX AND SECURE PARKING IN ONE OF HAMPSTEAD'S PREMIER ADDRESSES. This unique residence provides 7,421 sq ft /689.4 sqm (inclu...",Detached,NW3,"Aston Chase, London",rightmove,https://www.rightmove.co.uk/properties/133876580#/?channel=RES_BUY,Added,20/04/2023
sales,"L-000025, Battersea Power Station, Circus Road South",3,3,"£8,450,000",,,*DIRECT FROM THE DEVELOPER*Battersea Power Station Development Company are delighted to present this stunning three bedroom apartment with addit...,Apartment,Circus Road South,"Battersea Power Station, Battersea",rightmove,https://www.rightmove.co.uk/properties/106574207#/?channel=RES_BUY,Added,07/05/2021
sales,"10 Broadway, London, SW1H 0BP",3,3,"£8,450,000",,,"This three-bedroom, 2,336 sq.ft apartment sits upon the 13th floor overlooking unparalleled views of Westminster. To complement the individual designs of the façades, the six towers have been named in pairs after three of the world's most revered diamonds.",Apartment,SW1H 0BP,Northacre,rightmove,https://www.rightmove.co.uk/properties/134394059#/?channel=RES_BUY,Added,03/05/2023
sales,"Duke Street, London, W1K",5,3,"£8,450,000",,,"Elegant duplex penthouse apartment arranged over 3,466 sq ft overlooking the charming Brown Hart Gardens",Apartment,W1K,"DDRE.global, London",rightmove,https://www.rightmove.co.uk/properties/125934725#/?channel=RES_BUY,Reduced,10/10/2022
sales,"Duke Street, Mayfair, London, W1K",5,2,"£8,450,000",,,"A luxurious triplex five bedroom apartment for sale in the heart of Mayfair W1K Arranged over three floors, this bright apartment of 3,466 sqft provides an abundance of entertaining space and overlooks the charming Brown Hart Gardens. It benefits from lift access and impressive ceiling heights ...",Flat,W1K,"Knight Frank, Mayfair",rightmove,https://www.rightmove.co.uk/properties/125870024#/?channel=RES_BUY,Reduced,29/09/2022
sales,"Duke Street, Mayfair",5,2,"£8,450,000",,,An elegant five bedroom apartment in an attractive red brick building located on one of Mayfair's premier streets.,Flat,Mayfair,"Wetherell, Mayfair",rightmove,https://www.rightmove.co.uk/properties/125871074#/?channel=RES_BUY,Reduced,28/09/2022
sales,"The Corniche, SE1",3,3,"£3,600,000",,,"Stunning new apartment in this highly sought-after new development with views over the River Thames. This eighth floor (with lift) apartment of approximately 1,518sq ft /141sq m and features a fantastic master suite with dressing area, en suite bathroom and a balcony. There is a second double be...",Apartment,SE1,"Harrods Estates, Mayfair",rightmove,https://www.rightmove.co.uk/properties/65804829#/?channel=RES_BUY,Added,16/10/2019
sales,"Duke Street, Mayfair, W1K",5,4,"£8,450,000",,,"A luxurious five bedrooms, four bathroom apartment with high ceilings and generous entertaining spaces located just by Grosvenor Square. Comprising a large open plan kitchen with wooden flooring, impressive hallway; benefiting from lift access.",Flat,W1K,"Chestertons Estate Agents, Mayfair",rightmove,https://www.rightmove.co.uk/properties/128135639#/?channel=RES_BUY,Added,18/10/2022
sales,"Blandford Street, Marylebone, London, W1U",3,3,"£8,395,000",,,"Three Bedroom Apartment for sale in Marylebone W1 An exquisite three bedroom lateral apartment newly renovated to an exceptionally high standard, offering sleek and spacious interiors that incorporate the latest in modern technology. The entrance hall with polished plaster and feature lighting i...",Flat,W1U,"Knight Frank, Marylebone",rightmove,https://www.rightmove.co.uk/properties/126821273#/?channel=RES_BUY,Added,22/07/2022
sales,"Chelsea Waterfront, London, SW10",5,5,"£8,350,000",,,"Rare direct river facing 5 bedroom, 5 bathroom apartment with 3160 sq ft of internal space and 323 sq ft of outside space. Situated on the fourth floor of Claydon House this large lateral apartment boasts river views and offers 5 bedrooms, 5 bathrooms, 3160 sq ft of internal space and 32...",Apartment,SW10,"Grange London, London",rightmove,https://www.rightmove.co.uk/properties/129278135#/?channel=RES_BUY,Reduced,05/07/2022
sales,"Centre Point, 103 New Oxford Street, London, WC1A",3,3,"£8,325,000",,,"A one-of-a-kind apartment with spectacular views of London This impressive three-bedroom 'Vantage Collection' apartment offering 2,133 sq ft living space spans across half the 26th floor which allows a private entrance directly from the lift. With panoramic views spanning across the whole apartm...",Apartment,WC1A,"Knight Frank - New Homes, Prime Central London Developments",rightmove,https://www.rightmove.co.uk/properties/131727791#/?channel=RES_BUY,Added,06/10/2022
sales,"Boiler House, Battersea Power Station, London SW8",3,4,"£8,300,000",,,"Opportunity to acquire, one of the very few 'duplex villas in the sky' set on top of the boiler square of the Battersea Power Station which is currently being restored. This 3 bedroom, 4 bathroom home offers generous amount of outdoor space.",Penthouse,London SW8,"Copperstones, London",rightmove,https://www.rightmove.co.uk/properties/126758615#/?channel=RES_BUY,Reduced,28/04/2023
sales,"Marylebone Square, Marylebone",3,3,"£8,285,000",,,Three bedroom apartment with study on the third floor.,Apartment,Marylebone,"The Cloister, London",rightmove,https://www.rightmove.co.uk/properties/94228694#/?channel=RES_BUY,Added,19/11/2019
sales,"Aybrook Street, Marylebone, London, W1U",3,3,"£8,285,000",,,"A fabulous three bedroom apartment in a development currently under construction in the heart of Marylebone. The flat contains a large reception room, open-plan kitchen and three bedrooms with ensuite bathrooms. High-quality, natural materials such as oak flooring, bronze-coated windows and stone...",Flat,W1U,"Arlington Residential, London",rightmove,https://www.rightmove.co.uk/properties/71814957#/?channel=RES_BUY,Added,13/07/2020
sales,"Moxon Street, W1U",3,2,"£8,285,000",,,"Marylebone Square is a collection of 54 high-end apartments, carefully chosen boutiques and restaurants and a versatile Community Hall.",Flat,W1U,"Douglas & Gordon New Homes, London",rightmove,https://www.rightmove.co.uk/properties/122351219#/?channel=RES_BUY,Reduced,13/04/2022
sales,"Kensington , London, W8",5,,"£8,250,000",,,"EXCLUSIVELY OFF-MARKET TOWN HOUSE FOR THE DISCERNING WORLD CLASS PURCHASER. This property offers generous proportions , outstanding amenities, and unparalleled family entertaining spaces , and is an outstanding opportunity not to be missed.",Town House,W8,"Phillips-Berenson Ltd, London",rightmove,https://www.rightmove.co.uk/properties/134546165#/?channel=RES_BUY,Added,07/05/2023
sales,"Pond Place, Chelsea, London, SW3",4,4,"£8,250,000",,,"A rare and outstanding modern townhouse presented in fabulous condition, offering extensive accommodation over six floors with a lift servicing all levels. The house, built in 2012 by the high-end property group, Morpheus London, is discreetly positioned on this quiet Chelsea street and once insi...",Terraced,SW3,"Godson des Forges, London",rightmove,https://www.rightmove.co.uk/properties/129762614#/?channel=RES_BUY,Reduced,12/04/2023
sales,"Westbourne Grove, Notting Hill, London, W11",3,3,"£8,250,000",,,"An outstanding first floor apartment offering exceptional lateral living in the thriving artistic hub of Notting Hill. One of just three apartments in this handsome white stucco fronted building, a former convent set back from Westbourne Grove. The apartment has been the subject of a passionate a...",Apartment,W11,"Barnes International Realty, London",rightmove,https://www.rightmove.co.uk/properties/85974753#/?channel=RES_BUY,Reduced,21/03/2023
sales,"Battersea Power Station, Boiler House, Circus Road South, London, SW11",3,3,"£8,250,000",,,"One of central London’s largest most visionary regeneration projects with one of the country’s most well-known cultural and architectural landmarks, the iconic Grade II* listed Power Station",Penthouse,SW11,"Savills New Homes, Margaret Street",rightmove,https://www.rightmove.co.uk/properties/125400737#/?channel=RES_BUY,Reduced,06/08/2022
sales,"Holland Park Villas, Campden Hill, London, W8",3,3,"£8,250,000",,,A larger than usual three bedroom apartment with extensive living and entertaining space with direct access onto a beautiful paved garden and a private terrace off the principal bedroom.,Apartment,W8,"Savills, Kensington",rightmove,https://www.rightmove.co.uk/properties/109396778#/?channel=RES_BUY,Reduced,11/11/2022
sales,"White Lodge Close, Off The Bishops Avenue, London, N2",7,7,"£8,250,000",,,"A handsome detached house set behind a carriage driveway, discreetly located off one of London's most prestigious Avenues. Willowbrook offers spacious living over two floors only, spanning some 6,840 sq ft (635 sq m). Accommodation comprises; Large family reception room, dining room, family room,...",Detached,N2,"Hanover, St John's Wood",rightmove,https://www.rightmove.co.uk/properties/127058603#/?channel=RES_BUY,Reduced,06/05/2022
sales,"Alexander Square, Knightsbridge, London, SW3",5,3,"£8,250,000",,,A beautifully presented Grade II listed house for sale in Knightsbridge A beautifully presented Grade II listed house located in a highly desirable terrace of houses with private parking and overlooking a communal garden. This impressive Georgian house is in a key position with open westerly vie...,Terraced,SW3,"Knight Frank, Knightsbridge",rightmove,https://www.rightmove.co.uk/properties/85971672#/?channel=RES_BUY,Reduced,08/02/2023
sales,"The Lucan, 2 Lucan Place, London",3,2,"£8,250,000",,,The Lucan is a collection of 31 luxury interior designed apartments in the heart of Chelsea,Flat,London,"Strutt & Parker, London - New Homes",rightmove,https://www.rightmove.co.uk/properties/125736701#/?channel=RES_BUY,Added,04/08/2022
sales,"Albert Hall Mansions, London, SW7",5,4,"£8,250,000",,,"Ref. LOB0831 - Located within a magnificent Grade II listed property, this spacious, lateral apartment benefits from 24hr porter, lift access and views of the Royal Albert Hall and Hyde Park. The impressive home comprises 4 bedrooms and 3 bathrooms with two large reception rooms, an eat-in kit...",Flat,SW7,"Beauchamp Estates Ltd, Mayfair - Resale",rightmove,https://www.rightmove.co.uk/properties/131683604#/?channel=RES_BUY,Added,14/02/2023
sales,"Cork Street, London, W1S",3,3,"£8,250,000",,,"A wonderful 3 bedroom apartment with spa facilities for sale in Mayfair, W1S. Located in the heart of Mayfair, Burlington Gate provides a selection of galleries and high quality residential apartments within one of the first newly constructed buildings in the area. Moments from the Royal Academ...",Flat,W1S,"Knight Frank, Mayfair",rightmove,https://www.rightmove.co.uk/properties/122623859#/?channel=RES_BUY,Reduced,30/05/2022
sales,"Powis Mews, Notting Hill, W11",3,3,"£8,250,000",,,A Palazzo-style mews home that takes scale and grandeur to the next level. State-of-the-art design and a triple-height void.,Terraced,W11,"Domus Nova, Notting Hill",rightmove,https://www.rightmove.co.uk/properties/129791435#/?channel=RES_BUY,Reduced,28/09/2022
sales,"Davies Street, London, W1K",3,3,"£8,250,000",,,"A beautifully presented second floor apartment for sale in a prestigious portered building in Mayfair, W1K. Rarely found in Mayfair, this superb apartment is located on the second floor of a portered mansion block, just moments from Berkeley Square. The property has been recently refurbished to ...",Flat,W1K,"Knight Frank, Mayfair",rightmove,https://www.rightmove.co.uk/properties/128315057#/?channel=RES_BUY,Reduced,15/11/2022
sales,"Davies Street, London, W1K",3,4,"£8,250,000",,,A beautifully presented apartment on the second floor of a prestigious portered mansion block close to Berkeley Square.,Apartment,W1K,"Savills, Mayfair",rightmove,https://www.rightmove.co.uk/properties/134414513#/?channel=RES_BUY,Added,22/04/2023
sales,"Strathmore Gardens, Kensington, London, W8",,,"£8,250,000",,,"A magnificent double fronted house for sale in Kensington, W8 A magnificent double fronted house occupying approximately 5,192 sq ft, in need of complete refurbishment. The house has generously proportioned rooms with excellent volume and width. There is an integral garage with the potential fo...",Terraced,W8,"Knight Frank, Kensington",rightmove,https://www.rightmove.co.uk/properties/121969115#/?channel=RES_BUY,Reduced,31/10/2022
sales,"White Lodge Close, The Bishops Avenue, Hampstead Garden Suburb, London, N2",7,7,"£8,250,000",,,"A detached house in White Lodge Close, N2 White Lodge Close is a private, gated road located just off The Bishops Avenue, one of London's most prestigious roads. Comprising of 6,840 sq ft and arranged over 2 storeys only, this fantastic lateral house includes four separate living areas, a si...",Detached,N2,"Knight Frank, Hampstead",rightmove,https://www.rightmove.co.uk/properties/123105857#/?channel=RES_BUY,Added,06/05/2022
sales,"Alexander Square, London, SW3",4,3,"£8,250,000",,,"A wonderful Grade II Listed house, built in the late 1820s by the celebrated architect George Basevi, situated on this highly sought after garden square.",Terraced,SW3,"Savills, Sloane Street",rightmove,https://www.rightmove.co.uk/properties/131520806#/?channel=RES_BUY,Added,08/02/2023
sales,"Derwent Road, London",1,1,"£270,000",,,"**ONE BEDROOM APARTMENT** briefly comprising of an entrance hall, reception room, separate kitchen, bathroom & MASTER BEDROOM. With it's current layout, we understand that the property could have potential to be converted into a TWO BEDROOM APARTMENT *subject to relevant planning permission*",Flat,London,"Barnard Marcus, Sydenham",rightmove,https://www.rightmove.co.uk/properties/85337118#/?channel=RES_BUY,Reduced,08/02/2023
sales,"Residence 602, The Lucan, 2 Lucan Place, London, SW3",3,3,"£8,250,000",,,Boutique development of 31 Autograph Collection branded residences in the heart of Chelsea.,Apartment,SW3,"Savills New Homes, Margaret Street",rightmove,https://www.rightmove.co.uk/properties/125712578#/?channel=RES_BUY,Added,04/08/2022
sales,"Eaton Square, London, SW1W",4,3,"£8,250,000",,,"A beautifully presented four bedroom apartment, benefitting from impressive ceiling heights throughout, as well as benefitting from its own front door and private courtyard garden.",Apartment,SW1W,"Savills, Sloane Street",rightmove,https://www.rightmove.co.uk/properties/85114587#/?channel=RES_BUY,Reduced,25/04/2023
sales,"Strathmore Gardens, Kensington, London",6,,"£8,250,000",,,"A magnificent double fronted house occupying approximately 5,192 sq ft, in need of complete modernisation. The house has generously proportioned rooms with excellent volume and width.",Terraced,London,"Strutt & Parker, Kensington",rightmove,https://www.rightmove.co.uk/properties/122332664#/?channel=RES_BUY,Reduced,31/10/2022
sales,"Marylebone Square, Moxon Street, Marylebone, London, W1U",3,4,"£8,201,000",,,"A second floor, three-bedroom apartment with a 115 sqft balcony, set within this most eagerly awaited residential development to be built in Marylebone over recent decades.",Apartment,W1U,"Century 21 London Central, Westminster",rightmove,https://www.rightmove.co.uk/properties/130496990#/?channel=RES_BUY,Added,23/11/2022
sales,"Marylebone Square, Moxon Street, Marylebone, London, W1U",3,4,"£8,201,000",,,A superb 3 bedroom penthouse set within this most eagerly awaited residential development to be built in Marylebone over recent decades.,Apartment,W1U,"Century 21 London Central, Westminster",rightmove,https://www.rightmove.co.uk/properties/129446774#/?channel=RES_BUY,Added,23/11/2022
sales,"Moxon Street, London, W1U",3,3,"£8,201,000",,,"Marylebone Square is a luxurious scheme on a prime piece of storied real estate in a district rich in culture and history. This one bedroom apartment has a separate study, ideal for those working from home, along with a private balcony. *Virtual Viewing available on request*",Apartment,W1U,"Hamptons Sales, Hyde Park & Bayswater",rightmove,https://www.rightmove.co.uk/properties/110802398#/?channel=RES_BUY,Added,22/07/2021
sales,"Marylebone Square, London",3,3,"£8,201,000",,,"A second floor, South East facing three bedroom, three bathroom apartment set within this most eagerly awaited residential development to be built in the heart of Marylebone Village just off the High Street. Marylebone Square is set to be the only new build, whol...",Apartment,London,"Godfrey And Barr, Hampstead Garden Suburb",rightmove,https://www.rightmove.co.uk/properties/122188733#/?channel=RES_BUY,Added,09/04/2022
sales,"Marylebone Ln, London, Marylebone, W1U",3,3,"£8,201,000",,,"Ground Rent: 3 beds: £1,500 per annum Estimated Service Charge: £7.50 to £8.50 per sqft per annum Leasehold: 999 Years Storage available upon request",Apartment,W1U,"The Real Property Experts, London",rightmove,https://www.rightmove.co.uk/properties/126435956#/?channel=RES_BUY,Added,26/08/2022
sales,"Moxon Street, London, W1U",3,3,"£8,201,000",,,"Marylebone Square is central London’s latest and only new build. A collection of 54 luxury apartments for sale, carefully chosen boutiques and restaurants, and a versatile community hall. A contemporary interpretation of a classic London mansion block, Marylebone Square seamlessly blen...",Apartment,W1U,"Stirling Ackroyd, New Homes",rightmove,https://www.rightmove.co.uk/properties/122334167#/?channel=RES_BUY,Reduced,11/04/2022
sales,"Moxon Street, London, W1U",3,2,"£8,201,000",,,A well proportioned 3 bedroom apartment occupying the second floor of this new exclusive development by Concord London,Apartment,W1U,"Fine & Country, London",rightmove,https://www.rightmove.co.uk/properties/120678155#/?channel=RES_BUY,Added,04/03/2022
sales,"Boiler House, Battersea Power Station, London SW8",3,4,"£8,200,000",,,"Exclusive 3 bedroom 4 bathroom Sky Villa set on top of the boiler square of the Battersea Power Station which is currently being restored. This 3 bedroom, 4 bathroom home offers generous amount of outdoor space.",Penthouse,London SW8,"Copperstones, London",rightmove,https://www.rightmove.co.uk/properties/122469197#/?channel=RES_BUY,Added,14/02/2020
sales,"Greville Road, Maida Vale, NW6",6,4,"£8,150,000",,,"Ref. LOB0738 - A detached low built Victorian house set back behind a private walled garden. The property is arranged over four floors and offers lateral entertaining space as well as generous bedroom accommodation. Further benefits include a large private walled landscaped garden, off...",House,NW6,"Beauchamp Estates Ltd, St John's Wood",rightmove,https://www.rightmove.co.uk/properties/85704516#/?channel=RES_BUY,Added,14/06/2022
sales,"Greville Road, London, NW6",6,5,"£8,150,000",,,"A fabulous unlisted, low-build villa with large private garden and planning permission for substantial extension. ",Detached,NW6,"Sandersons, Holland Park & Notting Hill",rightmove,https://www.rightmove.co.uk/properties/130067567#/?channel=RES_BUY,Added,16/12/2022
sales,"Greville Road, St John's Wood, London, NW6",6,5,"£8,150,000",,,A detached low built Victorian house set back behind a private walled garden.,Detached,NW6,"Savills, St John's Wood & Regent's Park",rightmove,https://www.rightmove.co.uk/properties/85704597#/?channel=RES_BUY,Added,14/06/2022
sales,"Marylebone Square, Marylebone",3,3,"£8,130,000",,,Three bedroom apartment with study on the third floor.,Apartment,Marylebone,"The Cloister, London",rightmove,https://www.rightmove.co.uk/properties/94228697#/?channel=RES_BUY,Added,19/11/2019
sales,"Marylebone Lane, London, W1U",3,,"£8,130,000",,,Stunning three-bedroom home on the second floor of this brand new development with 24-hour concierge. Parking available by separate negotiation.,Apartment,W1U,"Marsh & Parsons, Marylebone",rightmove,https://www.rightmove.co.uk/properties/128546459#/?channel=RES_BUY,Added,29/10/2022
sales,"Moxon Street, W1U",3,2,"£8,130,000",,,"Marylebone Square is a collection of 54 high-end apartments, carefully chosen boutiques and restaurants and a versatile Community Hall.",Flat,W1U,"Douglas & Gordon New Homes, London",rightmove,https://www.rightmove.co.uk/properties/122351237#/?channel=RES_BUY,Reduced,13/04/2022
sales,"Moxon Street, London, W1U",3,3,"£8,047,000",,,"Marylebone Square is central London’s latest and only new build. A collection of 54 luxury apartments for sale, carefully chosen boutiques and restaurants, and a versatile community hall. A contemporary interpretation of a classic London mansion block, Marylebone Square seamlessly blen...",Apartment,W1U,"Stirling Ackroyd, New Homes",rightmove,https://www.rightmove.co.uk/properties/122334164#/?channel=RES_BUY,Reduced,11/04/2022
sales,"Penthouse, 154 Bayswater Road, London W2",3,2,"£8,033,000",,,"A superb, newly refurbished, Penthouse Apartment set on the fifth and sixth floors of a brand new luxury development by Elie Sabb Residences, boasting exceptional living space which has been masterfully designed, situated opposite the green expanses of Hyde Park. Nestled at the heart of...",Flat,London W2,"Napier Watt Limited, London",rightmove,https://www.rightmove.co.uk/properties/133432004#/?channel=RES_BUY,Added,08/04/2023
sales,"Regal House, Imperial Wharf, SW6",4,4,"£8,000,000",,,A river facing Penthouse apartment arranged on the eighth/ninth floors of Regal House.,Penthouse,SW6,"Chestertons Estate Agents, Fulham Parsons Green",rightmove,https://www.rightmove.co.uk/properties/133848230#/?channel=RES_BUY,Added,20/03/2023
sales,"Totteridge Common, Totteridge, London, N20",6,6,"£8,000,000",,,"Situated in a highly sought after location in the heart of Totteridge Common, Long Pond House is set within 2 acres of the most beautiful south facing landscaped gardens and offers superb living accommodation arranged over 3 floors. This wonderfully secluded house benefits from bright,...",Detached,N20,"Statons, Totteridge",rightmove,https://www.rightmove.co.uk/properties/119387318#/?channel=RES_BUY,Reduced,27/03/2023
sales,"Connaught Square, Hyde Park, W2",7,4,"£8,000,000",,,"Welcome to Connaught Square, one of London's most prestigious addresses. This stunning property boasts 4183 sq. ft. of living space spread over 6 floors, including 7-8 bedrooms, a home gym, and four bathrooms. Close to Hyde Park and Connaught Village",Terraced,W2,"Chestertons Estate Agents, Hyde Park",rightmove,https://www.rightmove.co.uk/properties/133641845#/?channel=RES_BUY,Added,14/04/2023
sales,"One Hyde Park, Knightsbridge",1,1,"£8,000,000",,,An exceptional one bedroom apartment for sale in this much sought after development in Knightsbridge. One Hyde Park is possibly the most exclusive address in the world.,Apartment,Knightsbridge,"The Cloister, London",rightmove,https://www.rightmove.co.uk/properties/134381342#/?channel=RES_BUY,Added,20/10/2022
sales,Holland Park Villas,3,,"£8,000,000",,,A stunning lateral 3 double bedroom apartment set within the exclusive development of Holland Park Villas next to Holland Park.,Apartment,Holland Park Villas,"First London Property, Mayfair",rightmove,https://www.rightmove.co.uk/properties/132888608#/?channel=RES_BUY,Reduced,24/03/2023
sales,"Vetro, Canary Wharf, E14",1,1,"£590,000",,,"STUNNING NEW APARTMENT AT VETRO, E14 | A one bedroom, north-facing, sixth floor apartment set across 603 sq ft of internal floor area with a private balcony | Luxury amenities available including gym, sauna and podium gardens | Contact the JLL Sales team to book your viewing and find out more.",Apartment,E14,"JLL, City and East London New Homes",rightmove,https://www.rightmove.co.uk/properties/131486708#/?channel=RES_BUY,Reduced,10/05/2023
sales,"Totteridge Common, London, N20",6,6,"£8,000,000",,,A 6 bedroom house for sale in Totteridge Common N20. Long Pond House is an exceptional home located in the heart of Totteridge Common. The house is set within 2 acres of beautifully landscaped gardens. The ground floor offers extremely spacious living accommodation. There is a kitchen/breakfas...,Detached,N20,"Knight Frank, Hampstead",rightmove,https://www.rightmove.co.uk/properties/106185638#/?channel=RES_BUY,Added,29/04/2021
sales,"L-000654, Battersea Power Station, Circus Road West",4,2,"£8,000,000",,,"A one of a kind four-bedroom, four bathroom Battersea Power Station apartment situated on the 7th floor of Switch House East. This impressive and unique duplex apartment features floor to ceiling windows - all with integrated electronic blinds, a large open pla...",Apartment,Circus Road West,"Battersea Power Station, Battersea",rightmove,https://www.rightmove.co.uk/properties/134641958#/?channel=RES_BUY,Added,10/05/2023
sales,"Connaught Square, Hyde Park Estate, London, W2.",8,4,"£8,000,000",,,"Exceptional 8 bedroom house for sale on prestigious Connaught Square, W2. A grand Grade II listed Georgian townhouse for sale on the sought-after Connaught Square W2 that has been meticulously restored, with access to the private gardens and located within close proximity to the green open space...",Terraced,W2.,"Knight Frank, Hyde Park",rightmove,https://www.rightmove.co.uk/properties/131417660#/?channel=RES_BUY,Added,04/02/2023
sales,"Warrington Crescent, Little Venice, London, W9",6,4,"£8,000,000",,,"Sole Agent: First time on the market for 25 years, a unique opportunity to purchase this six bedroom, period freehold house, set over five floors, measuring approximately 5280 sq ft /490 sq m, located on Warrington Crescent, which is one of the prettiest and most sought after streets in Little Ve...",House,W9,"Jonathan Arron Residential, London",rightmove,https://www.rightmove.co.uk/properties/125473367#/?channel=RES_BUY,Reduced,29/09/2022
sales,"Knightsbridge, South Kensington",3,3,"£8,000,000",,,"A second floor, three bedroom apartment located within this prestigious Knightsbridge development with a 24-hour concierge service, residents swimming pool, gym, valet parking and a business centre.",Flat,South Kensington,"Dexters, South Kensington",rightmove,https://www.rightmove.co.uk/properties/131353298#/?channel=RES_BUY,Added,02/02/2023
sales,"Totteridge Common, Totteridge, London, N20",8,5,"£8,000,000",,,"An impressive detached family home in a highly sought after address in the heart of Totteridge Village. This mid-20th century architecturally designed family home comprises of three good sized reception rooms, a large kitchen/breakfast room, an office, a plant room, bedroom six, downs...",Detached,N20,"Statons, Totteridge",rightmove,https://www.rightmove.co.uk/properties/85991733#/?channel=RES_BUY,Reduced,08/02/2023
sales,"Holland Park Villas, London, W8",3,3,"£8,000,000",,,"An impressive three bedroom apartment for sale in Holland Park, W8. This recent development is set in beautiful landscaped gated grounds just off Campden Hill and right next to the green spaces and woodlands of Holland Park. Completed in 2018 and approached via a private driveway, it is looked a...",Flat,W8,"Knight Frank, Kensington",rightmove,https://www.rightmove.co.uk/properties/132859838#/?channel=RES_BUY,Added,23/03/2023
sales,Long Pond House,6,6,"£8,000,000",,,"Situated in a highly sought after location in the heart of Totteridge Common, Long Pond House is set within 2 acres of the most beautiful south facing landscaped gardens and offers superb living accommodation arranged over 3 floors.",Detached,Long Pond House,"London House, London",rightmove,https://www.rightmove.co.uk/properties/128360147#/?channel=RES_BUY,Added,02/02/2022
sales,"Totteridge Common, London, N20",6,6,"£8,000,000",,,REF: QUMIA & ANCOK A remarkable and stunning masterpiece property located in Totteridge Common. This is a home that is only truly appreciated when seeing it in person,Detached,N20,"Tyron Ash Real Estate, Mayfair",rightmove,https://www.rightmove.co.uk/properties/132941201#/?channel=RES_BUY,Added,24/03/2023
sales,"Switch House West, Circus Road West, Battersea Power Statio, London, SW11",4,4,"£8,000,000",,,Exceptional penthouse apartment with sweeping River Thames in the iconic and historical Battersea Power Station,Apartment,SW11,"Savills, Waterfront",rightmove,https://www.rightmove.co.uk/properties/134810924#/?channel=RES_BUY,Added,15/05/2023
sales,"Totteridge Common, N20",6,6,"£8,000,000",,,"A wonderful six-bedroom detached house (6,311sq ft/586sq m) set in two acres of exquisite, landscaped gardens in this highly sought-after location on Totteridge Common. The property has been designed with a focus on family living and entertaining with all principal reception rooms giving acc...",House,N20,"Harrods Estates, Mayfair",rightmove,https://www.rightmove.co.uk/properties/106201646#/?channel=RES_BUY,Added,29/04/2021
sales,"New Cavendish Street, Marylebone, London, W1G",4,4,"£8,000,000",,,One of Marylebone's finest apartments.,Apartment,W1G,"Savills, Marylebone",rightmove,https://www.rightmove.co.uk/properties/85935759#/?channel=RES_BUY,Added,01/11/2022
sales,"Denewood Road, Highgate, London, N6",7,6,"£7,999,999",,,"Located close to the beautiful grounds of Kenwood House and Hampstead Heath, an elegant and substantial seven bedroom detached, gated house with integral leisure complex. The house sits in mature gardens and is immediately bordered by the grounds of Highgate Golf Club, of which it overlooks.",Detached,N6,"Winkworth, Highgate",rightmove,https://www.rightmove.co.uk/properties/130045799#/?channel=RES_BUY,Added,16/12/2022
sales,"Somerset Road, Wimbledon Common, SW19",6,3,"£7,995,000",,,"A delightfully charming property on the market for the first time in almost a century set in wonderful gardens with lateral accommodation over 2 floors and huge scope for additional accommodation and alterations, subject to the necessary planning consents (plot 0.65 acre)",Detached,SW19,"Robert Holmes & Co, Wimbledon - Sales",rightmove,https://www.rightmove.co.uk/properties/134763968#/?channel=RES_BUY,Added,12/05/2023
sales,"Hereford Square, South Kensington SW7",5,5,"£7,950,000",,,"A five bedroom freehold house with a large west-facing garden for sale in Hereford Square, South Kensington SW7 An impressive white stucco-fronted townhouse occupying a prime position on a highly sought-after garden square. This unique opportunity provides a grand family home featuring a rare w...",Terraced,South Kensington SW7,"Knight Frank, South Kensington",rightmove,https://www.rightmove.co.uk/properties/134186678#/?channel=RES_BUY,Added,27/04/2023
sales,"Pond Place, London, SW3",4,4,"£7,950,000",,,"A stunning modern four bedroom family home in excellent condition with lift to all floors and single garage set in a tranquil location moments from Chelsea and South Kensington. The contemporary architectural design reflects the current demand for easy modern living, providing extremely spacious...",Town House,SW3,"Knight Frank, Knightsbridge",rightmove,https://www.rightmove.co.uk/properties/131334068#/?channel=RES_BUY,Added,02/02/2023
sales,"Harrington Road, South Kensington, SW7",3,3,"£7,950,000",,,"A superb, extremely well proportioned penthouse apartment with excellent entertaining space, three bedrooms, three bathrooms and a magnificent roof terrace boasting a hot tub and far reaching views over London.",Apartment,SW7,"Sandersons, Holland Park & Notting Hill",rightmove,https://www.rightmove.co.uk/properties/125090786#/?channel=RES_BUY,Added,18/07/2022
